rep,dwt_type,lv,alp,num_cell,filter_dim,error
7,db2,2,10.0,128,"(32, 32)",111.45731243105698
7,db2,2,10.0,224,"(32, 32)",90.75940500080338
7,db2,2,10.0,320,"(32, 32)",44.59683924709574
7,db2,2,10.0,416,"(32, 32)",20.124602604135198
7,db2,2,10.0,512,"(32, 32)",14.828709999820925
7,db2,3,0.01,128,"(32, 32)",43.66783692827742
7,db2,3,0.01,224,"(32, 32)",33.05659458083942
7,db2,3,0.01,320,"(32, 32)",26.65847515017998
7,db2,3,0.01,416,"(32, 32)",22.51425541584557
7,db2,3,0.01,512,"(32, 32)",18.656101040908414
7,db2,3,0.1,128,"(32, 32)",41.810898503537274
7,db2,3,0.1,224,"(32, 32)",25.928567400695176
7,db2,3,0.1,320,"(32, 32)",16.955840818794993
7,db2,3,0.1,416,"(32, 32)",12.665168238567952
7,db2,3,0.1,512,"(32, 32)",9.65518607293652
7,db2,3,1.0,128,"(32, 32)",69.63158682822264
7,db2,3,1.0,224,"(32, 32)",26.726716149007515
7,db2,3,1.0,320,"(32, 32)",16.897482694686694
7,db2,3,1.0,416,"(32, 32)",12.619011998019193
7,db2,3,1.0,512,"(32, 32)",9.703593612879006
7,db2,3,10.0,128,"(32, 32)",85.33946889436255
7,db2,3,10.0,224,"(32, 32)",27.91245726169128
